REGION,TECHNOLOGY,YEAR,VALUE
REGION1,DENG00X00,2056,0.0
REGION1,DENG00X00,2057,0.0
REGION1,DENG00X00,2058,0.0
REGION1,DENG00X00,2059,0.0
REGION1,DENG00X00,2060,0.0
REGION1,DKNG00X00,2015,11.0
REGION1,DKNG00X00,2016,11.0
REGION1,DKNG00X00,2017,10.0
REGION1,DKNG00X00,2018,9.0
REGION1,DKNG00X00,2019,8.0
REGION1,DKNG00X00,2020,7.0
REGION1,DKNG00X00,2021,0.0
REGION1,DKNG00X00,2022,0.0
REGION1,DKNG00X00,2023,0.0
REGION1,DKNG00X00,2024,0.0
REGION1,DKNG00X00,2025,0.0
REGION1,DKNG00X00,2026,0.0
REGION1,DKNG00X00,2027,0.0
REGION1,DKNG00X00,2028,0.0
REGION1,DKNG00X00,2029,0.0
REGION1,DKNG00X00,2030,0.0
REGION1,DKNG00X00,2031,0.0
REGION1,DKNG00X00,2032,0.0
REGION1,DKNG00X00,2033,0.0
REGION1,DKNG00X00,2034,0.0
REGION1,DKNG00X00,2035,0.0
REGION1,DKNG00X00,2036,0.0
REGION1,DKNG00X00,2037,0.0
REGION1,DKNG00X00,2038,0.0
REGION1,DKNG00X00,2039,0.0
REGION1,DKNG00X00,2040,0.0
REGION1,DKNG00X00,2041,0.0
REGION1,DKNG00X00,2042,0.0
REGION1,DKNG00X00,2043,0.0
REGION1,DKNG00X00,2044,0.0
REGION1,DKNG00X00,2045,0.0
REGION1,DKNG00X00,2046,0.0
REGION1,DKNG00X00,2047,0.0
REGION1,DKNG00X00,2048,0.0
REGION1,DKNG00X00,2049,0.0
REGION1,DKNG00X00,2050,0.0
REGION1,DKNG00X00,2051,0.0
REGION1,DKNG00X00,2052,0.0
REGION1,DKNG00X00,2053,0.0
REGION1,DKNG00X00,2054,0.0
REGION1,DKNG00X00,2055,0.0
REGION1,DKNG00X00,2056,0.0
REGION1,DKNG00X00,2057,0.0
REGION1,DKNG00X00,2058,0.0
REGION1,DKNG00X00,2059,0.0
REGION1,DKNG00X00,2060,0.0
REGION1,ESCOSTPH3,2015,185.0
REGION1,ESCOSTPH3,2016,130.0
REGION1,ESCOSTPH3,2017,0.0
REGION1,ESCOSTPH3,2018,0.0
REGION1,ESCOSTPH3,2019,0.0
REGION1,ESCOSTPH3,2020,0.0
REGION1,ESCOSTPH3,2021,0.0
REGION1,ESCOSTPH3,2022,0.0
REGION1,ESCOSTPH3,2023,0.0
REGION1,ESCOSTPH3,2024,0.0
REGION1,ESCOSTPH3,2025,0.0
REGION1,ESCOSTPH3,2026,0.0
REGION1,ESCOSTPH3,2027,0.0
REGION1,ESCOSTPH3,2028,0.0
REGION1,ESCOSTPH3,2029,0.0
REGION1,ESCOSTPH3,2030,0.0
REGION1,ESCOSTPH3,2031,0.0
REGION1,ESCOSTPH3,2032,0.0
REGION1,ESCOSTPH3,2033,0.0
REGION1,ESCOSTPH3,2034,0.0
REGION1,ESCOSTPH3,2035,0.0
REGION1,ESCOSTPH3,2036,0.0
REGION1,ESCOSTPH3,2037,0.0
REGION1,ESCOSTPH3,2038,0.0
REGION1,ESCOSTPH3,2039,0.0
REGION1,ESCOSTPH3,2040,0.0
REGION1,ESCOSTPH3,2041,0.0
REGION1,ESCOSTPH3,2042,0.0
REGION1,ESCOSTPH3,2043,0.0
REGION1,ESCOSTPH3,2044,0.0
REGION1,ESCOSTPH3,2045,0.0
REGION1,ESCOSTPH3,2046,0.0
REGION1,ESCOSTPH3,2047,0.0
REGION1,ESCOSTPH3,2048,0.0
REGION1,ESCOSTPH3,2049,0.0
REGION1,ESCOSTPH3,2050,0.0
REGION1,ESCOSTPH3,2051,0.0
REGION1,ESCOSTPH3,2052,0.0
REGION1,ESCOSTPH3,2053,0.0
REGION1,ESCOSTPH3,2054,0.0
REGION1,ESCOSTPH3,2055,0.0
REGION1,ESCOSTPH3,2056,0.0
REGION1,ESCOSTPH3,2057,0.0
REGION1,ESCOSTPH3,2058,0.0
REGION1,ESCOSTPH3,2059,0.0
REGION1,ESCOSTPH3,2060,0.0
REGION1,ESNG00X00,2015,1.0
REGION1,ESNG00X00,2016,1.0
REGION1,ESNG00X00,2017,1.0
REGION1,ESNG00X00,2018,1.0
REGION1,ESNG00X00,2019,1.0
REGION1,ESNG00X00,2020,1.0
REGION1,ESNG00X00,2021,0.0
REGION1,ESNG00X00,2022,0.0
REGION1,ESNG00X00,2023,0.0
REGION1,ESNG00X00,2024,0.0
REGION1,ESNG00X00,2025,0.0
REGION1,ESNG00X00,2026,0.0
REGION1,ESNG00X00,2027,0.0
REGION1,ESNG00X00,2028,0.0
REGION1,ESNG00X00,2029,0.0
REGION1,ESNG00X00,2030,0.0
REGION1,ESNG00X00,2031,0.0
REGION1,ESNG00X00,2032,0.0
REGION1,ESNG00X00,2033,0.0
REGION1,ESNG00X00,2034,0.0
REGION1,ESNG00X00,2035,0.0
REGION1,ESNG00X00,2036,0.0
REGION1,ESNG00X00,2037,0.0
REGION1,ESNG00X00,2038,0.0
REGION1,ESNG00X00,2039,0.0
REGION1,ESNG00X00,2040,0.0
REGION1,ESNG00X00,2041,0.0
REGION1,ESNG00X00,2042,0.0
REGION1,ESNG00X00,2043,0.0
REGION1,ESNG00X00,2044,0.0
REGION1,ESNG00X00,2045,0.0
REGION1,ESNG00X00,2046,0.0
REGION1,ESNG00X00,2047,0.0
REGION1,ESNG00X00,2048,0.0
REGION1,ESNG00X00,2049,0.0
REGION1,ESNG00X00,2050,0.0
REGION1,ESNG00X00,2051,0.0
REGION1,ESNG00X00,2052,0.0
REGION1,ESNG00X00,2053,0.0
REGION1,ESNG00X00,2054,0.0
REGION1,ESNG00X00,2055,0.0
REGION1,ESNG00X00,2056,0.0
REGION1,ESNG00X00,2057,0.0
REGION1,ESNG00X00,2058,0.0
REGION1,ESNG00X00,2059,0.0
REGION1,ESNG00X00,2060,0.0
REGION1,FRCOSTPH3,2015,43.0
REGION1,FRCOSTPH3,2016,36.0
REGION1,FRCOSTPH3,2017,20.0
REGION1,FRCOSTPH3,2018,10.0
REGION1,FRCOSTPH3,2019,0.0
REGION1,FRCOSTPH3,2020,0.0
REGION1,FRCOSTPH3,2021,0.0
REGION1,FRCOSTPH3,2022,0.0
REGION1,FRCOSTPH3,2023,0.0
REGION1,FRCOSTPH3,2024,0.0
REGION1,FRCOSTPH3,2025,0.0
REGION1,FRCOSTPH3,2026,0.0
REGION1,FRCOSTPH3,2027,0.0
REGION1,FRCOSTPH3,2028,0.0
REGION1,FRCOSTPH3,2029,0.0
REGION1,FRCOSTPH3,2030,0.0
REGION1,FRCOSTPH3,2031,0.0
REGION1,FRCOSTPH3,2032,0.0
REGION1,FRCOSTPH3,2033,0.0
REGION1,FRCOSTPH3,2034,0.0
REGION1,FRCOSTPH3,2035,0.0
REGION1,FRCOSTPH3,2036,0.0
REGION1,FRCOSTPH3,2037,0.0
REGION1,FRCOSTPH3,2038,0.0
REGION1,FRCOSTPH3,2039,0.0
REGION1,FRCOSTPH3,2040,0.0
REGION1,FRCOSTPH3,2041,0.0
REGION1,FRCOSTPH3,2042,0.0
REGION1,FRCOSTPH3,2043,0.0
REGION1,FRCOSTPH3,2044,0.0
REGION1,FRCOSTPH3,2045,0.0
REGION1,FRCOSTPH3,2046,0.0
REGION1,FRCOSTPH3,2047,0.0
REGION1,FRCOSTPH3,2048,0.0
REGION1,FRCOSTPH3,2049,0.0
REGION1,FRCOSTPH3,2050,0.0
REGION1,FRCOSTPH3,2051,0.0
REGION1,FRCOSTPH3,2052,0.0
REGION1,FRCOSTPH3,2053,0.0
REGION1,FRCOSTPH3,2054,0.0
REGION1,FRCOSTPH3,2055,0.0
REGION1,FRCOSTPH3,2056,0.0
REGION1,FRCOSTPH3,2057,0.0
REGION1,FRCOSTPH3,2058,0.0
REGION1,FRCOSTPH3,2059,0.0
REGION1,FRCOSTPH3,2060,0.0
REGION1,FRNG00X00,2015,12.0
REGION1,FRNG00X00,2016,12.0
REGION1,FRNG00X00,2017,12.0
REGION1,FRNG00X00,2018,12.0
REGION1,FRNG00X00,2019,12.0
REGION1,FRNG00X00,2020,12.0
REGION1,FRNG00X00,2021,0.0
REGION1,FRNG00X00,2022,0.0
REGION1,FRNG00X00,2023,0.0
REGION1,FRNG00X00,2024,0.0
REGION1,FRNG00X00,2025,0.0
REGION1,FRNG00X00,2026,0.0
REGION1,FRNG00X00,2027,0.0
REGION1,FRNG00X00,2028,0.0
REGION1,FRNG00X00,2029,0.0
REGION1,FRNG00X00,2030,0.0
REGION1,FRNG00X00,2031,0.0
REGION1,FRNG00X00,2032,0.0
REGION1,FRNG00X00,2033,0.0
REGION1,FRNG00X00,2034,0.0
REGION1,FRNG00X00,2035,0.0
REGION1,FRNG00X00,2036,0.0
REGION1,FRNG00X00,2037,0.0
REGION1,FRNG00X00,2038,0.0
REGION1,FRNG00X00,2039,0.0
REGION1,FRNG00X00,2040,0.0
REGION1,FRNG00X00,2041,0.0
REGION1,FRNG00X00,2042,0.0
REGION1,FRNG00X00,2043,0.0
REGION1,FRNG00X00,2044,0.0
REGION1,FRNG00X00,2045,0.0
REGION1,FRNG00X00,2046,0.0
REGION1,FRNG00X00,2047,0.0
REGION1,FRNG00X00,2048,0.0
REGION1,FRNG00X00,2049,0.0
REGION1,FRNG00X00,2050,0.0
REGION1,FRNG00X00,2051,0.0
REGION1,FRNG00X00,2052,0.0
REGION1,FRNG00X00,2053,0.0
REGION1,FRNG00X00,2054,0.0
REGION1,FRNG00X00,2055,0.0
REGION1,FRNG00X00,2056,0.0
REGION1,FRNG00X00,2057,0.0
REGION1,FRNG00X00,2058,0.0
REGION1,FRNG00X00,2059,0.0
REGION1,FRNG00X00,2060,0.0
REGION1,HRNG00X00,2015,6.0
REGION1,HRNG00X00,2016,6.0
REGION1,HRNG00X00,2017,5.0
REGION1,HRNG00X00,2018,5.0
REGION1,HRNG00X00,2019,5.0
REGION1,HRNG00X00,2020,5.0
REGION1,HRNG00X00,2021,5.0
REGION1,HRNG00X00,2022,5.0
REGION1,HRNG00X00,2023,0.0
REGION1,HRNG00X00,2024,0.0
REGION1,HRNG00X00,2025,0.0
REGION1,HRNG00X00,2026,0.0
REGION1,HRNG00X00,2027,0.0
REGION1,HRNG00X00,2028,0.0
REGION1,HRNG00X00,2029,0.0
REGION1,HRNG00X00,2030,0.0
REGION1,HRNG00X00,2031,0.0
REGION1,HRNG00X00,2032,0.0
REGION1,HRNG00X00,2033,0.0
REGION1,HRNG00X00,2034,0.0
REGION1,HRNG00X00,2035,0.0
REGION1,HRNG00X00,2036,0.0
REGION1,HRNG00X00,2037,0.0
REGION1,HRNG00X00,2038,0.0
REGION1,HRNG00X00,2039,0.0
REGION1,HRNG00X00,2040,0.0
REGION1,HRNG00X00,2041,0.0
REGION1,HRNG00X00,2042,0.0
REGION1,HRNG00X00,2043,0.0
REGION1,HRNG00X00,2044,0.0
REGION1,HRNG00X00,2045,0.0
REGION1,HRNG00X00,2046,0.0
REGION1,HRNG00X00,2047,0.0
REGION1,HRNG00X00,2048,0.0
REGION1,HRNG00X00,2049,0.0
REGION1,HRNG00X00,2050,0.0
REGION1,HRNG00X00,2051,0.0
REGION1,HRNG00X00,2052,0.0
REGION1,HRNG00X00,2053,0.0
REGION1,HRNG00X00,2054,0.0
REGION1,HRNG00X00,2055,0.0
REGION1,HRNG00X00,2056,0.0
REGION1,HRNG00X00,2057,0.0
REGION1,HRNG00X00,2058,0.0
REGION1,HRNG00X00,2059,0.0
REGION1,HRNG00X00,2060,0.0
REGION1,HUNG00X00,2015,31.0
REGION1,HUNG00X00,2016,31.0
REGION1,HUNG00X00,2017,29.0
REGION1,HUNG00X00,2018,29.0
REGION1,HUNG00X00,2019,29.0
REGION1,HUNG00X00,2020,29.0
REGION1,HUNG00X00,2021,29.0
REGION1,HUNG00X00,2022,29.0
REGION1,HUNG00X00,2023,0.0
REGION1,HUNG00X00,2024,0.0
REGION1,HUNG00X00,2025,0.0
REGION1,HUNG00X00,2026,0.0
REGION1,HUNG00X00,2027,0.0
REGION1,HUNG00X00,2028,0.0
REGION1,HUNG00X00,2029,0.0
REGION1,HUNG00X00,2030,0.0
REGION1,HUNG00X00,2031,0.0
REGION1,HUNG00X00,2032,0.0
REGION1,HUNG00X00,2033,0.0
REGION1,HUNG00X00,2034,0.0
REGION1,HUNG00X00,2035,0.0
REGION1,HUNG00X00,2036,0.0
REGION1,HUNG00X00,2037,0.0
REGION1,HUNG00X00,2038,0.0
REGION1,HUNG00X00,2039,0.0
REGION1,HUNG00X00,2040,0.0
REGION1,HUNG00X00,2041,0.0
REGION1,HUNG00X00,2042,0.0
REGION1,HUNG00X00,2043,0.0
REGION1,HUNG00X00,2044,0.0
REGION1,HUNG00X00,2045,0.0
REGION1,HUNG00X00,2046,0.0
REGION1,HUNG00X00,2047,0.0
REGION1,HUNG00X00,2048,0.0
REGION1,HUNG00X00,2049,0.0
REGION1,HUNG00X00,2050,0.0
REGION1,HUNG00X00,2051,0.0
REGION1,HUNG00X00,2052,0.0
REGION1,HUNG00X00,2053,0.0
REGION1,HUNG00X00,2054,0.0
REGION1,HUNG00X00,2055,0.0
REGION1,HUNG00X00,2056,0.0
REGION1,HUNG00X00,2057,0.0
REGION1,HUNG00X00,2058,0.0
REGION1,HUNG00X00,2059,0.0
REGION1,HUNG00X00,2060,0.0
REGION1,ITNG00X00,2015,283.0
REGION1,ITNG00X00,2016,274.0
REGION1,ITNG00X00,2017,266.0
REGION1,ITNG00X00,2018,257.0
REGION1,ITNG00X00,2019,249.0
REGION1,ITNG00X00,2020,241.0
REGION1,ITNG00X00,2021,231.0
REGION1,ITNG00X00,2022,0.0
REGION1,ITNG00X00,2023,0.0
REGION1,ITNG00X00,2024,0.0
REGION1,ITNG00X00,2025,0.0
REGION1,ITNG00X00,2026,0.0
REGION1,ITNG00X00,2027,0.0
REGION1,ITNG00X00,2028,0.0
REGION1,ITNG00X00,2029,0.0
REGION1,ITNG00X00,2030,0.0
REGION1,ITNG00X00,2031,0.0
REGION1,ITNG00X00,2032,0.0
REGION1,ITNG00X00,2033,0.0
REGION1,ITNG00X00,2034,0.0
REGION1,ITNG00X00,2035,0.0
REGION1,ITNG00X00,2036,0.0
REGION1,ITNG00X00,2037,0.0
REGION1,ITNG00X00,2038,0.0
REGION1,ITNG00X00,2039,0.0
REGION1,ITNG00X00,2040,0.0
REGION1,ITNG00X00,2041,0.0
REGION1,ITNG00X00,2042,0.0
REGION1,ITNG00X00,2043,0.0
REGION1,ITNG00X00,2044,0.0
REGION1,ITNG00X00,2045,0.0
REGION1,ITNG00X00,2046,0.0
REGION1,ITNG00X00,2047,0.0
REGION1,ITNG00X00,2048,0.0
REGION1,ITNG00X00,2049,0.0
REGION1,ITNG00X00,2050,0.0
REGION1,ITNG00X00,2051,0.0
REGION1,ITNG00X00,2052,0.0
REGION1,ITNG00X00,2053,0.0
REGION1,ITNG00X00,2054,0.0
REGION1,ITNG00X00,2055,0.0
REGION1,ITNG00X00,2056,0.0
REGION1,ITNG00X00,2057,0.0
REGION1,ITNG00X00,2058,0.0
REGION1,ITNG00X00,2059,0.0
REGION1,ITNG00X00,2060,0.0
REGION1,NLNG00X00,2015,285.0
REGION1,NLNG00X00,2016,285.0
REGION1,NLNG00X00,2017,280.0
REGION1,NLNG00X00,2018,280.0
REGION1,NLNG00X00,2019,280.0
REGION1,NLNG00X00,2020,280.0
REGION1,NLNG00X00,2021,280.0
REGION1,NLNG00X00,2022,0.0
REGION1,NLNG00X00,2023,0.0
REGION1,NLNG00X00,2024,0.0
REGION1,NLNG00X00,2025,0.0
REGION1,NLNG00X00,2026,0.0
REGION1,NLNG00X00,2027,0.0
REGION1,NLNG00X00,2028,0.0
REGION1,NLNG00X00,2029,0.0
REGION1,NLNG00X00,2030,0.0
REGION1,NLNG00X00,2031,0.0
REGION1,NLNG00X00,2032,0.0
REGION1,NLNG00X00,2033,0.0
REGION1,NLNG00X00,2034,0.0
REGION1,NLNG00X00,2035,0.0
REGION1,NLNG00X00,2036,0.0
REGION1,NLNG00X00,2037,0.0
REGION1,NLNG00X00,2038,0.0
REGION1,NLNG00X00,2039,0.0
REGION1,NLNG00X00,2040,0.0
REGION1,NLNG00X00,2041,0.0
REGION1,NLNG00X00,2042,0.0
REGION1,NLNG00X00,2043,0.0
REGION1,NLNG00X00,2044,0.0
REGION1,NLNG00X00,2045,0.0
REGION1,NLNG00X00,2046,0.0
REGION1,NLNG00X00,2047,0.0
REGION1,NLNG00X00,2048,0.0
REGION1,NLNG00X00,2049,0.0
REGION1,NLNG00X00,2050,0.0
REGION1,NLNG00X00,2051,0.0
REGION1,NLNG00X00,2052,0.0
REGION1,NLNG00X00,2053,0.0
REGION1,NLNG00X00,2054,0.0
REGION1,NLNG00X00,2055,0.0
REGION1,NLNG00X00,2056,0.0
REGION1,NLNG00X00,2057,0.0
REGION1,NLNG00X00,2058,0.0
REGION1,NLNG00X00,2059,0.0
REGION1,NLNG00X00,2060,0.0
REGION1,PLCOCHPH3,2015,126.0
REGION1,PLCOCHPH3,2016,126.0
REGION1,PLCOCHPH3,2017,115.0
REGION1,PLCOCHPH3,2018,0.0
REGION1,PLCOCHPH3,2019,0.0
REGION1,PLCOCHPH3,2020,0.0
REGION1,PLCOCHPH3,2021,0.0
REGION1,PLCOCHPH3,2022,0.0
REGION1,PLCOCHPH3,2023,0.0
REGION1,PLCOCHPH3,2024,0.0
REGION1,PLCOCHPH3,2025,0.0
REGION1,PLCOCHPH3,2026,0.0
REGION1,PLCOCHPH3,2027,0.0
REGION1,PLCOCHPH3,2028,0.0
REGION1,PLCOCHPH3,2029,0.0
REGION1,PLCOCHPH3,2030,0.0
REGION1,PLCOCHPH3,2031,0.0
REGION1,PLCOCHPH3,2032,0.0
REGION1,PLCOCHPH3,2033,0.0
REGION1,PLCOCHPH3,2034,0.0
REGION1,PLCOCHPH3,2035,0.0
REGION1,PLCOCHPH3,2036,0.0
REGION1,PLCOCHPH3,2037,0.0
REGION1,PLCOCHPH3,2038,0.0
REGION1,PLCOCHPH3,2039,0.0
REGION1,PLCOCHPH3,2040,0.0
REGION1,PLCOCHPH3,2041,0.0
REGION1,PLCOCHPH3,2042,0.0
REGION1,PLCOCHPH3,2043,0.0
REGION1,PLCOCHPH3,2044,0.0
REGION1,PLCOCHPH3,2045,0.0
REGION1,PLCOCHPH3,2046,0.0
REGION1,PLCOCHPH3,2047,0.0
REGION1,PLCOCHPH3,2048,0.0
REGION1,PLCOCHPH3,2049,0.0
REGION1,PLCOCHPH3,2050,0.0
REGION1,PLCOCHPH3,2051,0.0
REGION1,PLCOCHPH3,2052,0.0
REGION1,PLCOCHPH3,2053,0.0
REGION1,PLCOCHPH3,2054,0.0
REGION1,PLCOCHPH3,2055,0.0
REGION1,PLCOCHPH3,2056,0.0
REGION1,PLCOCHPH3,2057,0.0
REGION1,PLCOCHPH3,2058,0.0
REGION1,PLCOCHPH3,2059,0.0
REGION1,PLCOCHPH3,2060,0.0
REGION1,PLCOSTPH3,2015,352.0
REGION1,PLCOSTPH3,2016,352.0
REGION1,PLCOSTPH3,2017,330.0
REGION1,PLCOSTPH3,2018,0.0
REGION1,PLCOSTPH3,2019,0.0
REGION1,PLCOSTPH3,2020,0.0
REGION1,PLCOSTPH3,2021,0.0
REGION1,PLCOSTPH3,2022,0.0
REGION1,PLCOSTPH3,2023,0.0
REGION1,PLCOSTPH3,2024,0.0
REGION1,PLCOSTPH3,2025,0.0
REGION1,PLCOSTPH3,2026,0.0
REGION1,PLCOSTPH3,2027,0.0
REGION1,PLCOSTPH3,2028,0.0
REGION1,PLCOSTPH3,2029,0.0
REGION1,PLCOSTPH3,2030,0.0
REGION1,PLCOSTPH3,2031,0.0
REGION1,PLCOSTPH3,2032,0.0
REGION1,PLCOSTPH3,2033,0.0
REGION1,PLCOSTPH3,2034,0.0
REGION1,PLCOSTPH3,2035,0.0
REGION1,PLCOSTPH3,2036,0.0
REGION1,PLCOSTPH3,2037,0.0
REGION1,PLCOSTPH3,2038,0.0
REGION1,PLCOSTPH3,2039,0.0
REGION1,PLCOSTPH3,2040,0.0
REGION1,PLCOSTPH3,2041,0.0
REGION1,PLCOSTPH3,2042,0.0
REGION1,PLCOSTPH3,2043,0.0
REGION1,PLCOSTPH3,2044,0.0
REGION1,PLCOSTPH3,2045,0.0
REGION1,PLCOSTPH3,2046,0.0
REGION1,PLCOSTPH3,2047,0.0
REGION1,PLCOSTPH3,2048,0.0
REGION1,PLCOSTPH3,2049,0.0
REGION1,PLCOSTPH3,2050,0.0
REGION1,PLCOSTPH3,2051,0.0
REGION1,PLCOSTPH3,2052,0.0
REGION1,PLCOSTPH3,2053,0.0
REGION1,PLCOSTPH3,2054,0.0
REGION1,PLCOSTPH3,2055,0.0
REGION1,PLCOSTPH3,2056,0.0
REGION1,PLCOSTPH3,2057,0.0
REGION1,PLCOSTPH3,2058,0.0
REGION1,PLCOSTPH3,2059,0.0
REGION1,PLCOSTPH3,2060,0.0
REGION1,PLNG00X00,2015,47.0
REGION1,PLNG00X00,2016,47.0
REGION1,PLNG00X00,2017,40.0
REGION1,PLNG00X00,2018,40.0
REGION1,PLNG00X00,2019,40.0
REGION1,PLNG00X00,2020,40.0
REGION1,PLNG00X00,2021,40.0
REGION1,PLNG00X00,2022,40.0
REGION1,PLNG00X00,2023,0.0
REGION1,PLNG00X00,2024,0.0
REGION1,PLNG00X00,2025,0.0
REGION1,PLNG00X00,2026,0.0
REGION1,PLNG00X00,2027,0.0
REGION1,PLNG00X00,2028,0.0
REGION1,PLNG00X00,2029,0.0
REGION1,PLNG00X00,2030,0.0
REGION1,PLNG00X00,2031,0.0
REGION1,PLNG00X00,2032,0.0
REGION1,PLNG00X00,2033,0.0
REGION1,PLNG00X00,2034,0.0
REGION1,PLNG00X00,2035,0.0
REGION1,PLNG00X00,2036,0.0
REGION1,PLNG00X00,2037,0.0
REGION1,PLNG00X00,2038,0.0
REGION1,PLNG00X00,2039,0.0
REGION1,PLNG00X00,2040,0.0
REGION1,PLNG00X00,2041,0.0
REGION1,PLNG00X00,2042,0.0
REGION1,PLNG00X00,2043,0.0
REGION1,PLNG00X00,2044,0.0
REGION1,PLNG00X00,2045,0.0
REGION1,PLNG00X00,2046,0.0
REGION1,PLNG00X00,2047,0.0
REGION1,PLNG00X00,2048,0.0
REGION1,PLNG00X00,2049,0.0
REGION1,PLNG00X00,2050,0.0
REGION1,PLNG00X00,2051,0.0
REGION1,PLNG00X00,2052,0.0
REGION1,PLNG00X00,2053,0.0
REGION1,PLNG00X00,2054,0.0
REGION1,PLNG00X00,2055,0.0
REGION1,PLNG00X00,2056,0.0
REGION1,PLNG00X00,2057,0.0
REGION1,PLNG00X00,2058,0.0
REGION1,PLNG00X00,2059,0.0
REGION1,PLNG00X00,2060,0.0
REGION1,ROCO00X00,2015,154.0
REGION1,ROCO00X00,2016,135.0
REGION1,ROCO00X00,2017,115.0
REGION1,ROCO00X00,2018,0.0
REGION1,ROCO00X00,2019,0.0
REGION1,ROCO00X00,2020,0.0
REGION1,ROCO00X00,2021,0.0
REGION1,ROCO00X00,2022,0.0
REGION1,ROCO00X00,2023,0.0
REGION1,ROCO00X00,2024,0.0
REGION1,ROCO00X00,2025,0.0
REGION1,ROCO00X00,2026,0.0
REGION1,ROCO00X00,2027,0.0
REGION1,ROCO00X00,2028,0.0
REGION1,ROCO00X00,2029,0.0
REGION1,ROCO00X00,2030,0.0
REGION1,ROCO00X00,2031,0.0
REGION1,ROCO00X00,2032,0.0
REGION1,ROCO00X00,2033,0.0
REGION1,ROCO00X00,2034,0.0
REGION1,ROCO00X00,2035,0.0
REGION1,ROCO00X00,2036,0.0
REGION1,ROCO00X00,2037,0.0
REGION1,ROCO00X00,2038,0.0
REGION1,ROCO00X00,2039,0.0
REGION1,ROCO00X00,2040,0.0
REGION1,ROCO00X00,2041,0.0
REGION1,ROCO00X00,2042,0.0
REGION1,ROCO00X00,2043,0.0
REGION1,ROCO00X00,2044,0.0
REGION1,ROCO00X00,2045,0.0
REGION1,ROCO00X00,2046,0.0
REGION1,ROCO00X00,2047,0.0
REGION1,ROCO00X00,2048,0.0
REGION1,ROCO00X00,2049,0.0
